,2LivingRoomCenter,timestamp
99,21.25,2022-05-12 06:57:54.315000+02:00
100,21.2,2022-05-12 07:03:49.106000+02:00
101,21.3,2022-05-12 07:09:43.997000+02:00
102,21.3,2022-05-12 07:15:38.875000+02:00
103,21.3,2022-05-12 07:21:33.705000+02:00
104,21.2,2022-05-12 07:27:28.519000+02:00
105,21.3,2022-05-12 07:33:23.293000+02:00
106,21.3,2022-05-12 07:39:18.107000+02:00
107,21.25,2022-05-12 07:45:12.934000+02:00
108,21.25,2022-05-12 07:51:07.794000+02:00
109,21.25,2022-05-12 07:57:02.653000+02:00
110,21.25,2022-05-12 08:02:57.509000+02:00
111,21.3,2022-05-12 08:08:52.358000+02:00
112,21.25,2022-05-12 08:14:47.157000+02:00
113,21.25,2022-05-12 08:20:41.923000+02:00
114,21.25,2022-05-12 08:26:36.727000+02:00
115,21.2,2022-05-12 08:32:31.638000+02:00
116,21.25,2022-05-12 08:38:26.581000+02:00
117,21.2,2022-05-12 08:44:21.469000+02:00
118,21.25,2022-05-12 08:50:16.276000+02:00
119,21.4,2022-05-12 08:56:11.165000+02:00
120,21.3,2022-05-12 09:01:20.386000+02:00
121,21.45,2022-05-12 09:07:15.018000+02:00
122,21.35,2022-05-12 09:13:09.781000+02:00
123,21.4,2022-05-12 09:19:04.474000+02:00
124,21.4,2022-05-12 09:24:59.086000+02:00
125,21.45,2022-05-12 09:30:53.678000+02:00
126,21.45,2022-05-12 09:36:48.317000+02:00
127,21.4,2022-05-12 09:42:42.998000+02:00
128,21.5,2022-05-12 09:48:37.626000+02:00
129,21.45,2022-05-12 09:54:32.180000+02:00
130,21.4,2022-05-12 10:00:26.678000+02:00
131,21.45,2022-05-12 10:06:21.270000+02:00
132,21.45,2022-05-12 10:12:15.866000+02:00
133,21.4,2022-05-12 10:18:10.388000+02:00
134,21.45,2022-05-12 10:24:04.886000+02:00
135,21.45,2022-05-12 10:29:59.290000+02:00
136,21.45,2022-05-12 10:35:53.681000+02:00
137,21.55,2022-05-12 10:41:48.068000+02:00
138,21.5,2022-05-12 10:47:42.470000+02:00
139,21.6,2022-05-12 10:53:36.905000+02:00
140,21.5,2022-05-12 10:59:31.361000+02:00
141,21.6,2022-05-12 11:05:25.904000+02:00
142,21.55,2022-05-12 11:10:34.779000+02:00
143,21.55,2022-05-12 11:16:29.074000+02:00
144,21.7,2022-05-12 11:22:23.490000+02:00
145,21.6,2022-05-12 11:28:17.864000+02:00
146,21.6,2022-05-12 11:34:12.179000+02:00
147,21.55,2022-05-12 11:40:06.501000+02:00
148,21.55,2022-05-12 11:46:00.793000+02:00
149,21.55,2022-05-12 11:51:55.155000+02:00
150,21.6,2022-05-12 11:57:49.475000+02:00
151,21.5,2022-05-12 12:03:43.797000+02:00
152,21.45,2022-05-12 12:09:38.092000+02:00
153,21.55,2022-05-12 12:15:32.361000+02:00
154,21.6,2022-05-12 12:21:26.607000+02:00
155,21.65,2022-05-12 12:27:20.839000+02:00
156,21.7,2022-05-12 12:33:15.016000+02:00
157,21.7,2022-05-12 12:39:09.116000+02:00
158,21.8,2022-05-12 12:45:03.170000+02:00
159,21.7,2022-05-12 12:50:57.228000+02:00
160,21.75,2022-05-12 12:56:51.187000+02:00
161,21.8,2022-05-12 13:02:45.163000+02:00
162,21.9,2022-05-12 13:08:39.095000+02:00
163,21.85,2022-05-12 13:14:33.077000+02:00
164,21.8,2022-05-12 13:20:27.028000+02:00
165,21.85,2022-05-12 13:26:20.934000+02:00
166,21.9,2022-05-12 13:32:14.739000+02:00
167,22.0,2022-05-12 13:38:08.496000+02:00
168,22.2,2022-05-12 13:44:02.257000+02:00
169,22.1,2022-05-12 13:49:55.998000+02:00
170,22.2,2022-05-12 13:55:49.662000+02:00
171,22.1,2022-05-12 14:01:43.239000+02:00
172,22.15,2022-05-12 14:07:36.812000+02:00
173,22.3,2022-05-12 14:13:30.384000+02:00
174,22.2,2022-05-12 14:19:23.884000+02:00
175,22.2,2022-05-12 14:25:17.413000+02:00
176,22.2,2022-05-12 14:31:10.952000+02:00
177,22.2,2022-05-12 14:37:04.484000+02:00
178,22.2,2022-05-12 14:42:58.024000+02:00
179,22.2,2022-05-12 14:48:51.568000+02:00
180,22.2,2022-05-12 14:54:45.126000+02:00
181,22.15,2022-05-12 15:00:38.709000+02:00
182,22.1,2022-05-12 15:06:32.383000+02:00
183,22.1,2022-05-12 15:12:26.114000+02:00
184,22.1,2022-05-12 15:18:19.864000+02:00
185,22.0,2022-05-12 15:24:13.649000+02:00
186,22.05,2022-05-12 15:30:07.422000+02:00
187,22.0,2022-05-12 15:36:01.255000+02:00
188,21.95,2022-05-12 15:41:55.112000+02:00
189,21.95,2022-05-12 15:47:48.989000+02:00
190,21.9,2022-05-12 15:53:42.937000+02:00
191,21.9,2022-05-12 15:59:36.912000+02:00
192,21.85,2022-05-12 16:05:30.916000+02:00
193,21.95,2022-05-12 16:11:24.949000+02:00
194,21.85,2022-05-12 16:17:18.994000+02:00
195,21.9,2022-05-12 16:23:12.985000+02:00
196,21.9,2022-05-12 16:29:06.899000+02:00
197,21.85,2022-05-12 16:35:00.769000+02:00
198,21.85,2022-05-12 16:40:54.599000+02:00
199,22.05,2022-05-12 16:46:48.503000+02:00
200,22.1,2022-05-12 16:52:42.387000+02:00
201,21.9,2022-05-12 16:58:36.320000+02:00
202,22.0,2022-05-12 17:04:30.199000+02:00
203,22.0,2022-05-12 17:10:24.015000+02:00
204,22.05,2022-05-12 17:16:17.819000+02:00
205,22.05,2022-05-12 17:22:11.642000+02:00
206,22.0,2022-05-12 17:28:05.423000+02:00
207,21.95,2022-05-12 17:33:59.216000+02:00
208,22.0,2022-05-12 17:39:53.149000+02:00
209,21.9,2022-05-12 17:45:46.973000+02:00
210,21.95,2022-05-12 17:51:40.832000+02:00
211,21.95,2022-05-12 17:57:34.774000+02:00
212,22.1,2022-05-12 18:03:28.707000+02:00
213,21.9,2022-05-12 18:09:22.633000+02:00
214,21.85,2022-05-12 18:15:16.579000+02:00
215,21.95,2022-05-12 18:21:10.531000+02:00
216,21.9,2022-05-12 18:27:04.479000+02:00
217,21.9,2022-05-12 18:32:58.434000+02:00
218,21.9,2022-05-12 18:38:52.379000+02:00
219,21.9,2022-05-12 18:44:46.352000+02:00
220,21.85,2022-05-12 18:50:40.323000+02:00
221,21.85,2022-05-12 18:56:34.305000+02:00
222,21.9,2022-05-12 19:02:28.229000+02:00
223,21.9,2022-05-12 19:08:22.165000+02:00
224,21.9,2022-05-12 19:14:16.091000+02:00
225,21.85,2022-05-12 19:20:09.980000+02:00
226,21.9,2022-05-12 19:26:03.842000+02:00
227,21.9,2022-05-12 19:31:57.710000+02:00
228,22.0,2022-05-12 19:37:51.692000+02:00
229,22.0,2022-05-12 19:43:45.599000+02:00
230,21.9,2022-05-12 19:49:39.549000+02:00
231,21.95,2022-05-12 19:55:33.546000+02:00
232,21.95,2022-05-12 20:01:27.512000+02:00
233,21.85,2022-05-12 20:07:21.491000+02:00
234,21.9,2022-05-12 20:13:15.455000+02:00
235,21.9,2022-05-12 20:19:09.399000+02:00
236,21.85,2022-05-12 20:25:03.334000+02:00
237,21.75,2022-05-12 20:30:57.442000+02:00
238,21.85,2022-05-12 20:36:51.561000+02:00
239,21.8,2022-05-12 20:42:45.751000+02:00
240,21.7,2022-05-12 20:48:39.968000+02:00
241,21.65,2022-05-12 20:54:34.704000+02:00
242,21.8,2022-05-12 21:00:28.471000+02:00
243,21.6,2022-05-12 21:06:23.459000+02:00
0,21.6,2022-05-12 21:12:17.168000+02:00
1,21.55,2022-05-12 21:18:11.547000+02:00
2,21.6,2022-05-12 21:24:06.012000+02:00
3,21.5,2022-05-12 21:30:00.472000+02:00
4,21.45,2022-05-12 21:35:54.999000+02:00
5,21.45,2022-05-12 21:41:49.534000+02:00
6,21.45,2022-05-12 21:47:44.145000+02:00
7,21.45,2022-05-12 21:53:38.721000+02:00
8,21.5,2022-05-12 21:59:33.339000+02:00
9,21.35,2022-05-12 22:05:27.985000+02:00
10,21.35,2022-05-12 22:11:22.648000+02:00
11,21.35,2022-05-12 22:17:17.299000+02:00
12,21.25,2022-05-12 22:23:11.936000+02:00
13,21.35,2022-05-12 22:29:07.114000+02:00
14,21.25,2022-05-12 22:35:01.380000+02:00
15,21.35,2022-05-12 22:40:56.154000+02:00
16,21.3,2022-05-12 22:46:50.899000+02:00
17,21.2,2022-05-12 22:52:45.623000+02:00
18,21.4,2022-05-12 22:58:40.376000+02:00
19,21.3,2022-05-12 23:04:35.176000+02:00
20,21.2,2022-05-12 23:10:29.997000+02:00
21,21.2,2022-05-12 23:16:24.859000+02:00
22,21.15,2022-05-12 23:22:19.700000+02:00
23,21.2,2022-05-12 23:28:14.526000+02:00
24,21.15,2022-05-12 23:34:09.413000+02:00
25,21.3,2022-05-12 23:40:04.336000+02:00
26,21.15,2022-05-12 23:45:59.260000+02:00
27,21.1,2022-05-12 23:51:54.228000+02:00
28,21.1,2022-05-12 23:57:49.277000+02:00
29,21.15,2022-05-13 00:03:44.359000+02:00
30,21.15,2022-05-13 00:09:39.401000+02:00
31,21.1,2022-05-13 00:15:34.408000+02:00
32,21.1,2022-05-13 00:21:29.461000+02:00
33,21.1,2022-05-13 00:27:24.578000+02:00
34,21.05,2022-05-13 00:33:19.620000+02:00
35,20.95,2022-05-13 00:39:14.737000+02:00
36,21.05,2022-05-13 00:44:24.286000+02:00
37,21.1,2022-05-13 00:50:19.339000+02:00
38,21.0,2022-05-13 00:56:14.365000+02:00
39,21.0,2022-05-13 01:02:09.449000+02:00
40,21.0,2022-05-13 01:08:04.539000+02:00
41,20.95,2022-05-13 01:13:59.674000+02:00
42,20.95,2022-05-13 01:19:54.765000+02:00
43,21.0,2022-05-13 01:25:49.871000+02:00
44,20.9,2022-05-13 01:31:45.044000+02:00
45,20.95,2022-05-13 01:37:40.183000+02:00
46,20.95,2022-05-13 01:43:35.386000+02:00
47,20.9,2022-05-13 01:49:30.596000+02:00
48,20.95,2022-05-13 01:55:25.827000+02:00
49,20.95,2022-05-13 02:01:21.030000+02:00
50,21.0,2022-05-13 02:07:16.256000+02:00
51,20.9,2022-05-13 02:13:11.525000+02:00
52,20.9,2022-05-13 02:19:06.818000+02:00
53,20.8,2022-05-13 02:25:02.118000+02:00
54,20.85,2022-05-13 02:30:57.451000+02:00
55,20.8,2022-05-13 02:36:07.201000+02:00
56,20.8,2022-05-13 02:42:02.541000+02:00
57,20.75,2022-05-13 02:47:57.939000+02:00
58,20.8,2022-05-13 02:53:53.481000+02:00
59,20.7,2022-05-13 02:59:03.367000+02:00
60,20.75,2022-05-13 03:04:58.932000+02:00
61,20.65,2022-05-13 03:10:08.882000+02:00
62,20.6,2022-05-13 03:16:04.418000+02:00
63,20.65,2022-05-13 03:22:00.137000+02:00
64,20.6,2022-05-13 03:27:10.041000+02:00
65,20.6,2022-05-13 03:33:05.561000+02:00
66,20.55,2022-05-13 03:39:01.226000+02:00
67,20.5,2022-05-13 03:44:56.858000+02:00
68,20.45,2022-05-13 03:50:52.532000+02:00
69,20.4,2022-05-13 03:56:48.342000+02:00
70,20.5,2022-05-13 04:01:58.494000+02:00
71,20.45,2022-05-13 04:07:54.227000+02:00
72,20.4,2022-05-13 04:13:49.983000+02:00
73,20.45,2022-05-13 04:19:45.795000+02:00
74,20.45,2022-05-13 04:24:55.975000+02:00
75,20.45,2022-05-13 04:30:51.778000+02:00
76,20.4,2022-05-13 04:36:47.625000+02:00
77,20.4,2022-05-13 04:42:43.541000+02:00
78,20.4,2022-05-13 04:47:53.738000+02:00
79,20.4,2022-05-13 04:53:49.603000+02:00
80,20.35,2022-05-13 04:58:59.837000+02:00
81,20.4,2022-05-13 05:04:55.706000+02:00
82,20.35,2022-05-13 05:10:05.810000+02:00
83,20.35,2022-05-13 05:16:01.505000+02:00
84,20.4,2022-05-13 05:21:57.328000+02:00
85,20.5,2022-05-13 05:27:53.266000+02:00
86,20.55,2022-05-13 05:33:03.491000+02:00
87,20.4,2022-05-13 05:38:59.380000+02:00
88,20.35,2022-05-13 05:44:09.596000+02:00
89,20.35,2022-05-13 05:50:05.487000+02:00
90,20.4,2022-05-13 05:55:15.629000+02:00
91,20.3,2022-05-13 06:01:11.378000+02:00
92,20.35,2022-05-13 06:07:07.180000+02:00
93,20.35,2022-05-13 06:13:03.062000+02:00
94,20.25,2022-05-13 06:18:59.033000+02:00
95,20.35,2022-05-13 06:24:09.266000+02:00
96,20.25,2022-05-13 06:30:05.235000+02:00
97,20.3,2022-05-13 06:35:15.569000+02:00
98,20.35,2022-05-13 06:41:11.385000+02:00
99,20.3,2022-05-13 06:47:07.327000+02:00
100,20.3,2022-05-13 06:52:17.560000+02:00
101,20.35,2022-05-13 06:58:13.453000+02:00
102,20.35,2022-05-13 07:03:23.699000+02:00
103,20.4,2022-05-13 07:09:19.609000+02:00
104,20.45,2022-05-13 07:14:29.793000+02:00
105,20.25,2022-05-13 07:20:25.513000+02:00
106,20.35,2022-05-13 07:26:21.320000+02:00
107,20.3,2022-05-13 07:32:17.231000+02:00
108,20.4,2022-05-13 07:37:27.493000+02:00
109,20.45,2022-05-13 07:43:23.330000+02:00
110,20.45,2022-05-13 07:48:33.462000+02:00
111,20.45,2022-05-13 07:54:29.146000+02:00
112,20.55,2022-05-13 08:00:24.950000+02:00
113,20.5,2022-05-13 08:05:34.883000+02:00
114,20.55,2022-05-13 08:11:30.412000+02:00
115,20.5,2022-05-13 08:17:26.032000+02:00
116,20.5,2022-05-13 08:23:21.682000+02:00
117,20.6,2022-05-13 08:29:17.358000+02:00
118,20.55,2022-05-13 08:35:13.047000+02:00
119,20.55,2022-05-13 08:40:23.002000+02:00
120,20.6,2022-05-13 08:46:18.551000+02:00
121,20.6,2022-05-13 08:51:28.404000+02:00
122,20.65,2022-05-13 08:57:23.862000+02:00
123,20.75,2022-05-13 09:02:33.720000+02:00
124,20.6,2022-05-13 09:08:29.125000+02:00
125,20.65,2022-05-13 09:14:24.561000+02:00
126,20.75,2022-05-13 09:20:20.005000+02:00
127,20.75,2022-05-13 09:25:29.791000+02:00
128,20.8,2022-05-13 09:31:25.160000+02:00
129,20.8,2022-05-13 09:37:20.577000+02:00
130,20.75,2022-05-13 09:43:15.978000+02:00
131,20.7,2022-05-13 09:49:11.278000+02:00
132,20.85,2022-05-13 09:55:06.558000+02:00
133,20.75,2022-05-13 10:01:01.830000+02:00
134,20.9,2022-05-13 10:06:57.086000+02:00
135,20.85,2022-05-13 10:12:52.429000+02:00
136,20.85,2022-05-13 10:18:47.721000+02:00
137,20.85,2022-05-13 10:24:42.982000+02:00
138,20.85,2022-05-13 10:30:38.281000+02:00
139,20.95,2022-05-13 10:36:33.498000+02:00
140,20.95,2022-05-13 10:42:28.623000+02:00
141,20.95,2022-05-13 10:48:23.782000+02:00
142,20.95,2022-05-13 10:54:18.922000+02:00
143,20.95,2022-05-13 11:00:14.049000+02:00
144,20.9,2022-05-13 11:06:09.101000+02:00
145,20.95,2022-05-13 11:12:04.131000+02:00
146,21.0,2022-05-13 11:17:59.102000+02:00
147,21.05,2022-05-13 11:23:54.125000+02:00
148,21.05,2022-05-13 11:29:48.984000+02:00
149,21.0,2022-05-13 11:35:43.813000+02:00
150,21.05,2022-05-13 11:41:38.703000+02:00
151,21.05,2022-05-13 11:47:33.522000+02:00
152,21.1,2022-05-13 11:53:28.256000+02:00
153,21.1,2022-05-13 11:59:22.946000+02:00
154,21.3,2022-05-13 12:05:17.658000+02:00
155,21.1,2022-05-13 12:11:12.315000+02:00
156,21.15,2022-05-13 12:17:06.935000+02:00
157,21.3,2022-05-13 12:23:01.507000+02:00
158,21.3,2022-05-13 12:28:56.065000+02:00
159,21.35,2022-05-13 12:34:50.580000+02:00
160,21.35,2022-05-13 12:40:45.083000+02:00
161,21.3,2022-05-13 12:46:39.606000+02:00
162,21.35,2022-05-13 12:52:34.121000+02:00
163,21.35,2022-05-13 12:58:28.616000+02:00
164,21.35,2022-05-13 13:04:23.090000+02:00
165,21.45,2022-05-13 13:10:17.604000+02:00
166,21.4,2022-05-13 13:16:12.134000+02:00
167,21.4,2022-05-13 13:22:06.645000+02:00
168,21.35,2022-05-13 13:28:01.247000+02:00
169,21.35,2022-05-13 13:33:55.797000+02:00
170,21.35,2022-05-13 13:39:50.383000+02:00
171,21.4,2022-05-13 13:45:45.005000+02:00
172,21.35,2022-05-13 13:51:39.582000+02:00
173,21.4,2022-05-13 13:57:34.102000+02:00
174,21.35,2022-05-13 14:03:28.637000+02:00
175,21.3,2022-05-13 14:09:23.263000+02:00
176,21.35,2022-05-13 14:15:17.904000+02:00
177,21.3,2022-05-13 14:21:12.518000+02:00
178,21.35,2022-05-13 14:27:07.147000+02:00
179,21.4,2022-05-13 14:33:01.765000+02:00
180,21.3,2022-05-13 14:38:56.423000+02:00
181,21.3,2022-05-13 14:44:51.121000+02:00
182,21.25,2022-05-13 14:50:45.813000+02:00
183,21.25,2022-05-13 14:56:40.435000+02:00
184,21.2,2022-05-13 15:02:35.073000+02:00
185,21.2,2022-05-13 15:08:29.768000+02:00
186,21.25,2022-05-13 15:14:24.462000+02:00
187,21.25,2022-05-13 15:20:19.093000+02:00
188,21.2,2022-05-13 15:26:14.410000+02:00
189,21.25,2022-05-13 15:32:08.416000+02:00
190,21.2,2022-05-13 15:38:03.102000+02:00
191,21.3,2022-05-13 15:43:57.783000+02:00
192,21.25,2022-05-13 15:49:52.406000+02:00
193,21.3,2022-05-13 15:55:47.079000+02:00
194,21.25,2022-05-13 16:01:41.738000+02:00
195,21.35,2022-05-13 16:07:36.395000+02:00
196,21.3,2022-05-13 16:13:31.050000+02:00
197,21.3,2022-05-13 16:19:25.563000+02:00
198,21.25,2022-05-13 16:25:20.065000+02:00
199,21.35,2022-05-13 16:31:14.611000+02:00
200,21.45,2022-05-13 16:37:09.140000+02:00
201,21.3,2022-05-13 16:43:03.688000+02:00
202,21.35,2022-05-13 16:48:58.274000+02:00
203,21.5,2022-05-13 16:54:52.847000+02:00
204,21.45,2022-05-13 17:00:47.379000+02:00
205,21.45,2022-05-13 17:06:41.787000+02:00
206,21.45,2022-05-13 17:12:36.165000+02:00
207,21.5,2022-05-13 17:18:30.560000+02:00
208,21.5,2022-05-13 17:24:24.944000+02:00
209,21.45,2022-05-13 17:30:19.367000+02:00
210,21.55,2022-05-13 17:36:13.751000+02:00
211,21.55,2022-05-13 17:42:08.050000+02:00
212,21.6,2022-05-13 17:48:02.314000+02:00
213,21.6,2022-05-13 17:53:56.676000+02:00
214,21.6,2022-05-13 17:59:51.012000+02:00
215,21.5,2022-05-13 18:05:45.294000+02:00
216,21.6,2022-05-13 18:11:39.546000+02:00
217,21.5,2022-05-13 18:17:33.759000+02:00
218,21.6,2022-05-13 18:23:28.034000+02:00
219,21.6,2022-05-13 18:29:22.296000+02:00
220,21.6,2022-05-13 18:35:16.587000+02:00
221,21.6,2022-05-13 18:41:10.847000+02:00
222,21.6,2022-05-13 18:47:05.054000+02:00
223,21.65,2022-05-13 18:52:59.234000+02:00
224,21.65,2022-05-13 18:58:53.459000+02:00
225,21.65,2022-05-13 19:04:47.637000+02:00
226,21.8,2022-05-13 19:10:41.755000+02:00
227,21.7,2022-05-13 19:16:35.854000+02:00
228,21.7,2022-05-13 19:22:29.979000+02:00
229,21.65,2022-05-13 19:28:24.078000+02:00
230,21.7,2022-05-13 19:34:18.156000+02:00
231,21.6,2022-05-13 19:40:12.325000+02:00
232,21.6,2022-05-13 19:46:06.474000+02:00
233,21.6,2022-05-13 19:52:00.650000+02:00
234,21.55,2022-05-13 19:57:54.804000+02:00
235,21.55,2022-05-13 20:03:49.019000+02:00
236,21.5,2022-05-13 20:09:43.341000+02:00
237,21.6,2022-05-13 20:15:37.718000+02:00
238,21.4,2022-05-13 20:21:32.139000+02:00
239,21.4,2022-05-13 20:27:26.537000+02:00
240,21.4,2022-05-13 20:33:20.927000+02:00
241,21.5,2022-05-13 20:39:15.317000+02:00
242,21.3,2022-05-13 20:45:09.767000+02:00
243,21.3,2022-05-13 20:51:04.253000+02:00
244,21.3,2022-05-13 20:56:58.847000+02:00
245,21.2,2022-05-13 21:02:53.486000+02:00
246,21.2,2022-05-13 21:08:48.175000+02:00
0,21.15,2022-05-13 21:14:42.903000+02:00
1,21.15,2022-05-13 21:20:37.691000+02:00
2,21.2,2022-05-13 21:26:32.466000+02:00
3,21.1,2022-05-13 21:32:27.325000+02:00
4,21.0,2022-05-13 21:38:22.270000+02:00
5,21.05,2022-05-13 21:44:17.191000+02:00
6,21.0,2022-05-13 21:50:12.128000+02:00
7,20.9,2022-05-13 21:56:07.162000+02:00
8,20.9,2022-05-13 22:02:02.182000+02:00
9,20.95,2022-05-13 22:07:57.258000+02:00
10,20.9,2022-05-13 22:13:52.395000+02:00
11,20.9,2022-05-13 22:19:47.549000+02:00
12,20.9,2022-05-13 22:25:42.761000+02:00
13,20.9,2022-05-13 22:31:38.004000+02:00
14,20.85,2022-05-13 22:37:33.259000+02:00
15,20.85,2022-05-13 22:43:28.489000+02:00
16,20.85,2022-05-13 22:49:23.746000+02:00
17,20.8,2022-05-13 22:55:19.061000+02:00
18,20.8,2022-05-13 23:01:14.329000+02:00
19,20.8,2022-05-13 23:07:09.616000+02:00
20,20.75,2022-05-13 23:13:04.891000+02:00
21,20.65,2022-05-13 23:19:00.240000+02:00
22,20.7,2022-05-13 23:24:55.507000+02:00
23,20.75,2022-05-13 23:30:50.817000+02:00
24,20.75,2022-05-13 23:36:46.153000+02:00
25,20.7,2022-05-13 23:42:41.516000+02:00
26,20.7,2022-05-13 23:48:36.972000+02:00
27,20.65,2022-05-13 23:53:46.646000+02:00
28,20.7,2022-05-13 23:59:41.863000+02:00
29,20.7,2022-05-14 00:05:37.183000+02:00
30,20.65,2022-05-14 00:11:32.526000+02:00
31,20.65,2022-05-14 00:17:27.944000+02:00
32,20.6,2022-05-14 00:22:37.714000+02:00
33,20.65,2022-05-14 00:28:33.056000+02:00
34,20.65,2022-05-14 00:34:28.462000+02:00
35,20.65,2022-05-14 00:40:23.889000+02:00
36,20.65,2022-05-14 00:46:19.324000+02:00
37,20.65,2022-05-14 00:52:14.788000+02:00
38,20.65,2022-05-14 00:58:10.323000+02:00
39,20.6,2022-05-14 01:03:20.131000+02:00
40,20.6,2022-05-14 01:09:15.436000+02:00
41,20.6,2022-05-14 01:15:10.783000+02:00
42,20.6,2022-05-14 01:21:06.179000+02:00
43,20.6,2022-05-14 01:27:01.632000+02:00
44,20.55,2022-05-14 01:32:57.019000+02:00
45,20.65,2022-05-14 01:38:52.455000+02:00
46,20.55,2022-05-14 01:44:47.943000+02:00
47,20.55,2022-05-14 01:50:43.488000+02:00
48,20.55,2022-05-14 01:55:53.392000+02:00
49,20.5,2022-05-14 02:01:48.873000+02:00
50,20.6,2022-05-14 02:06:58.737000+02:00
51,20.45,2022-05-14 02:12:54.258000+02:00
52,20.6,2022-05-14 02:18:04.167000+02:00
53,20.55,2022-05-14 02:23:59.668000+02:00
54,20.45,2022-05-14 02:29:55.286000+02:00
55,20.55,2022-05-14 02:35:05.183000+02:00
56,20.45,2022-05-14 02:41:00.696000+02:00
57,20.5,2022-05-14 02:46:10.587000+02:00
58,20.5,2022-05-14 02:52:06.054000+02:00
59,20.6,2022-05-14 02:58:01.568000+02:00
60,20.45,2022-05-14 03:03:57.063000+02:00
61,20.45,2022-05-14 03:09:52.560000+02:00
62,20.4,2022-05-14 03:15:48.146000+02:00
63,20.45,2022-05-14 03:20:58.023000+02:00
64,20.45,2022-05-14 03:26:53.458000+02:00
65,20.4,2022-05-14 03:32:49.028000+02:00
66,20.4,2022-05-14 03:38:44.586000+02:00
67,20.4,2022-05-14 03:44:40.231000+02:00
68,20.35,2022-05-14 03:50:35.871000+02:00
69,20.4,2022-05-14 03:56:31.669000+02:00
70,20.4,2022-05-14 04:01:41.790000+02:00
71,20.3,2022-05-14 04:07:37.619000+02:00
72,20.3,2022-05-14 04:12:47.748000+02:00
73,20.3,2022-05-14 04:18:43.532000+02:00
74,20.3,2022-05-14 04:23:53.661000+02:00
75,20.3,2022-05-14 04:29:49.364000+02:00
76,20.3,2022-05-14 04:35:45.243000+02:00
77,20.3,2022-05-14 04:40:55.373000+02:00
78,20.35,2022-05-14 04:46:51.174000+02:00
79,20.4,2022-05-14 04:52:01.340000+02:00
80,20.35,2022-05-14 04:57:57.222000+02:00
81,20.2,2022-05-14 05:03:07.415000+02:00
82,20.3,2022-05-14 05:09:03.190000+02:00
83,20.4,2022-05-14 05:14:59.140000+02:00
84,20.3,2022-05-14 05:20:09.262000+02:00
85,20.4,2022-05-14 05:26:04.882000+02:00
86,20.35,2022-05-14 05:32:00.550000+02:00
87,20.35,2022-05-14 05:37:56.219000+02:00
88,20.4,2022-05-14 05:43:51.952000+02:00
89,20.3,2022-05-14 05:49:47.790000+02:00
90,20.4,2022-05-14 05:54:57.891000+02:00
91,20.4,2022-05-14 06:00:53.520000+02:00
92,20.35,2022-05-14 06:06:03.527000+02:00
93,20.3,2022-05-14 06:11:59.230000+02:00
94,20.35,2022-05-14 06:17:09.316000+02:00
95,20.35,2022-05-14 06:23:04.878000+02:00
96,20.25,2022-05-14 06:29:00.610000+02:00
97,20.45,2022-05-14 06:34:56.375000+02:00
98,20.25,2022-05-14 06:40:52.123000+02:00
99,20.3,2022-05-14 06:46:47.910000+02:00
100,20.3,2022-05-14 06:51:57.951000+02:00
101,20.3,2022-05-14 06:57:53.642000+02:00
102,20.25,2022-05-14 07:03:49.441000+02:00
103,20.3,2022-05-14 07:09:45.207000+02:00
104,20.3,2022-05-14 07:15:41.044000+02:00
105,20.3,2022-05-14 07:20:51.173000+02:00
106,20.35,2022-05-14 07:26:46.895000+02:00
107,20.45,2022-05-14 07:32:42.623000+02:00
108,20.4,2022-05-14 07:38:38.455000+02:00
109,20.35,2022-05-14 07:43:48.537000+02:00
110,20.35,2022-05-14 07:49:44.233000+02:00
111,20.45,2022-05-14 07:55:39.972000+02:00
112,20.35,2022-05-14 08:01:35.677000+02:00
113,20.4,2022-05-14 08:07:31.357000+02:00
114,20.5,2022-05-14 08:13:26.912000+02:00
115,20.55,2022-05-14 08:19:22.495000+02:00
116,20.5,2022-05-14 08:24:32.357000+02:00
117,20.45,2022-05-14 08:30:27.696000+02:00
118,20.6,2022-05-14 08:36:23.109000+02:00
119,20.6,2022-05-14 08:42:18.459000+02:00
120,20.6,2022-05-14 08:48:13.795000+02:00
121,20.65,2022-05-14 08:54:09.155000+02:00
122,20.8,2022-05-14 09:00:04.504000+02:00
123,20.65,2022-05-14 09:05:59.789000+02:00
124,20.65,2022-05-14 09:11:55.120000+02:00
125,20.6,2022-05-14 09:17:50.556000+02:00
126,20.65,2022-05-14 09:23:45.926000+02:00
127,20.6,2022-05-14 09:29:41.354000+02:00
128,20.6,2022-05-14 09:35:36.712000+02:00
129,20.65,2022-05-14 09:41:32.107000+02:00
130,20.65,2022-05-14 09:47:27.498000+02:00
131,20.65,2022-05-14 09:53:22.890000+02:00
132,20.65,2022-05-14 09:59:18.228000+02:00
133,20.55,2022-05-14 10:05:13.620000+02:00
134,20.55,2022-05-14 10:11:08.999000+02:00
135,20.5,2022-05-14 10:17:04.470000+02:00
136,20.55,2022-05-14 10:22:59.955000+02:00
137,20.5,2022-05-14 10:28:55.466000+02:00
138,20.65,2022-05-14 10:34:51.064000+02:00
139,20.6,2022-05-14 10:40:00.929000+02:00
140,20.6,2022-05-14 10:45:56.368000+02:00
141,20.5,2022-05-14 10:51:51.905000+02:00
142,20.6,2022-05-14 10:57:47.281000+02:00
143,20.55,2022-05-14 11:03:42.710000+02:00
144,20.6,2022-05-14 11:09:38.235000+02:00
